order_date_new,brand,product_category,new_customer_gender,new_shoe_size,new_country,sales_channel,quantity,unit_price,revenue,payment_method,new_loyalty_member,returned_flag_bool
2023-02-20,ASICS,Football,F,11,UK,Web,3,120.50,361.50,Cash,No,
2023-09-10,Under Armour,Casual,Other,8.5,UK,Store,3,120.50,361.50,Cash,No,0
2024-05-22,Adidas,Casual,Other,8.5,Unkown,Offline,3,,,Cash,Yes,
2024-06-09,New Balance,Casual,F,10,Germany,Online,2,120.50,241.00,UPI,No,0
2023-10-01,Under Armour,Football,M,7,USA,Online,1,79.99,79.99,Cash,N/A,1
2023-12-07,ASICS,Running,F,N/A,Germany,Offline,1,120.50,120.50,Debit Card,N/A,0
2023-01-03,Puma,Running,Unkown,9,Germany,Mobile App,1,99.99,99.99,PayPal,Yes,
2024-01-20,Reebok,Running,F,N/A,USA,Web,3,59.99,179.97,Unknown,N/A,1
2023-07-31,Puma,Running,F,N/A,IND,Mobile App,1,79.99,79.99,UPI,No,0
2023-02-13,Reebok,Basketball,Other,8.5,Germany,Store,,99.99,,PayPal,No,1
2023-06-02,ASICS,Football,Unkown,7,IND,Web,1,59.99,59.99,Credit Card,Yes,0
2024-05-05,Reebok,Running,M,9.5,Germany,Online,3,59.99,179.97,Cash,Yes,
2023-12-18,Nike,Training,Other,11,IND,Web,1,120.50,120.50,PayPal,No,
2023-04-04,Under Armour,Football,F,N/A,IND,Web,1,99.99,99.99,UPI,Yes,0
2024-02-07,Adidas,Basketball,F,9.5,USA,Store,,,,Debit Card,No,
2023-06-11,ASICS,Casual,M,9.5,Germany,unknown,3,,,Credit Card,N/A,
2023-04-29,New Balance,Casual,M,11,USA,Store,,99.99,,Unknown,Yes,1
2024-03-05,Reebok,Basketball,Other,8,USA,unknown,3,,,Cash,Yes,
2023-09-04,ASICS,Casual,F,7,IND,Store,1,79.99,79.99,Debit Card,Yes,
2023-06-17,ASICS,Basketball,Other,N/A,USA,Online,2,99.99,199.98,Cash,No,0
2024-02-15,Adidas,Running,M,10,Germany,Store,,79.99,,Cash,N/A,1
2024-03-28,Under Armour,Running,Other,8,UK,Web,1,99.99,99.99,Cash,No,0
2024-01-24,ASICS,Training,Unkown,9,USA,Store,3,,,PayPal,No,0
2023-08-12,Reebok,Football,Other,8.5,Germany,Mobile App,1,,,Credit Card,No,1
2023-11-10,New Balance,Casual,Unkown,11,IND,Offline,3,59.99,179.97,PayPal,N/A,1
2024-01-22,New Balance,Basketball,M,10,Germany,Web,,120.50,,Cash,Yes,
2024-06-17,Under Armour,Running,F,N/A,Unkown,Web,,,,Debit Card,N/A,1
2023-11-01,ASICS,Casual,Other,7,IND,Store,2,99.99,199.98,UPI,No,0
2023-07-10,Puma,Basketball,Other,9,Germany,Mobile App,1,120.50,120.50,Cash,Yes,1
2023-12-09,New Balance,Football,Other,7,Germany,Store,,79.99,,Credit Card,N/A,1
2023-05-07,Adidas,Football,F,9,Unkown,Online,,59.99,,Debit Card,Yes,0
2024-06-19,ASICS,Basketball,F,N/A,Germany,Web,1,59.99,59.99,Credit Card,No,0
2023-01-31,ASICS,Casual,F,9,IND,Web,2,,,Cash,N/A,0
2023-11-08,Nike,Football,M,8,Unkown,Web,,79.99,,Debit Card,No,0
2024-03-26,Reebok,Training,F,9.5,UK,Mobile App,,59.99,,Credit Card,No,1
2023-07-22,Puma,Casual,F,9.5,IND,Online,,79.99,,PayPal,Yes,0
2024-02-11,Reebok,Football,M,8.5,UK,Web,3,,,UPI,Yes,1
2023-09-20,Nike,Football,M,9,USA,Mobile App,3,99.99,299.97,Unknown,Yes,1
2023-06-30,Adidas,Casual,M,7,USA,Online,2,99.99,199.98,UPI,No,0
2023-11-26,Reebok,Casual,M,7,USA,Online,3,99.99,299.97,PayPal,No,1
2023-07-12,Nike,Basketball,M,8.5,Germany,Store,3,79.99,239.97,PayPal,Yes,
2023-05-29,Reebok,Running,Unkown,9,Germany,Web,,,,Unknown,N/A,
2023-07-22,Reebok,Casual,Other,9,USA,Online,2,79.99,159.98,PayPal,Yes,0
2023-11-25,Nike,Football,Unkown,9,IND,Online,,120.50,,Unknown,No,0
2023-03-08,Nike,Football,F,9,Germany,Store,2,59.99,119.98,Debit Card,No,0
2024-03-14,Nike,Training,Unkown,7,UK,Mobile App,3,99.99,299.97,UPI,No,0
2023-06-27,Nike,Casual,F,9,Unkown,Mobile App,3,99.99,299.97,Credit Card,Yes,
2023-08-04,ASICS,Basketball,F,8.5,Germany,Offline,2,99.99,199.98,PayPal,No,
2023-01-03,New Balance,Basketball,Unkown,N/A,IND,Online,1,79.99,79.99,Debit Card,Yes,1
2024-04-19,Nike,Casual,Unkown,8.5,USA,Store,3,,,Unknown,N/A,1
2023-09-24,Reebok,Basketball,M,9,USA,Web,3,99.99,299.97,PayPal,Yes,
2024-03-17,Under Armour,Basketball,F,N/A,UK,unknown,1,,,Cash,No,0
2023-09-02,Puma,Football,Other,10,IND,Store,2,59.99,119.98,Debit Card,N/A,1
2023-11-25,Adidas,Training,M,8.5,USA,Web,1,59.99,59.99,PayPal,No,1
2023-01-16,Nike,Running,F,11,UK,Offline,2,,,Unknown,N/A,1
2024-02-02,Under Armour,Basketball,Unkown,8.5,Germany,Offline,1,99.99,99.99,PayPal,Yes,
2024-05-24,ASICS,Football,F,10,UK,Mobile App,,99.99,,Debit Card,N/A,
2023-10-24,Puma,Running,F,8.5,Germany,Mobile App,1,59.99,59.99,Cash,N/A,1
2024-06-26,Under Armour,Casual,F,N/A,Unkown,Offline,3,120.50,361.50,Credit Card,Yes,
2024-03-18,ASICS,Running,M,11,IND,Web,3,120.50,361.50,Debit Card,Yes,
2024-01-22,Adidas,Training,M,8,Unkown,unknown,,59.99,,PayPal,No,0
2024-06-16,New Balance,Running,Unkown,9,USA,Web,3,59.99,179.97,UPI,No,1
2023-09-16,Adidas,Casual,M,9.5,IND,Mobile App,1,120.50,120.50,UPI,No,0
2023-07-14,ASICS,Basketball,Other,7,Germany,Offline,2,59.99,119.98,Unknown,Yes,
2024-05-10,Nike,Training,M,N/A,USA,Mobile App,1,59.99,59.99,Unknown,Yes,
2024-02-09,Nike,Football,M,9.5,IND,Web,3,79.99,239.97,Credit Card,Yes,0
2023-08-14,Puma,Training,Unkown,7,Unkown,Offline,2,120.50,241.00,Credit Card,No,1
2023-01-06,ASICS,Casual,F,9,USA,Store,,59.99,,Debit Card,N/A,1
2023-03-02,Reebok,Football,Unkown,11,UK,Online,3,59.99,179.97,PayPal,No,1
2023-10-31,Adidas,Training,F,11,Germany,unknown,2,59.99,119.98,UPI,Yes,0
2023-04-29,Under Armour,Football,M,9.5,Germany,unknown,,59.99,,Debit Card,No,0
2024-06-25,New Balance,Running,M,7,Germany,Offline,2,59.99,119.98,PayPal,Yes,
2023-09-21,Reebok,Running,Unkown,8.5,Germany,Store,1,59.99,59.99,Cash,No,
2023-12-05,Reebok,Casual,M,10,UK,Web,3,120.50,361.50,Unknown,No,
2023-11-24,Nike,Running,F,10,Germany,Mobile App,3,120.50,361.50,UPI,N/A,
2024-02-16,New Balance,Running,Other,8.5,UK,Offline,2,79.99,159.98,UPI,No,1
2023-09-28,Under Armour,Running,M,7,USA,Web,2,59.99,119.98,Cash,Yes,0
2023-09-26,Under Armour,Casual,M,11,USA,Web,3,79.99,239.97,Debit Card,N/A,1
2023-12-16,Adidas,Training,M,10,IND,Mobile App,1,120.50,120.50,Debit Card,Yes,0
2023-06-29,New Balance,Running,Unkown,11,Unkown,unknown,2,79.99,159.98,Unknown,Yes,
2024-06-11,Nike,Training,Other,7,IND,Store,,59.99,,Unknown,No,1
2024-02-12,Adidas,Running,M,9,Germany,Online,,120.50,,Unknown,No,
2023-04-19,Reebok,Training,Other,9,USA,Store,1,120.50,120.50,Debit Card,No,0
2023-07-26,Nike,Running,M,7,Germany,Mobile App,,59.99,,Cash,N/A,
2024-03-19,Nike,Basketball,M,10,IND,Mobile App,,99.99,,UPI,No,
2023-12-10,Adidas,Basketball,F,8.5,Germany,Web,,99.99,,Cash,N/A,
2024-05-18,ASICS,Casual,Other,8,Germany,unknown,,79.99,,Cash,Yes,1
2023-06-14,Nike,Running,Other,7,IND,unknown,2,120.50,241.00,Unknown,Yes,
2024-03-26,Under Armour,Running,F,9.5,UK,Offline,1,99.99,99.99,Debit Card,Yes,
2023-11-11,Puma,Casual,M,8,USA,Store,,79.99,,Unknown,N/A,
2023-12-19,New Balance,Basketball,M,9.5,USA,unknown,2,79.99,159.98,PayPal,Yes,0
2023-07-09,ASICS,Football,M,7,UK,Online,1,99.99,99.99,PayPal,N/A,1
2023-12-26,Puma,Casual,F,9.5,UK,Store,2,99.99,199.98,Cash,N/A,1
2024-06-18,ASICS,Training,Other,N/A,USA,Store,,,,Unknown,Yes,1
2024-03-10,Nike,Casual,M,11,UK,Online,,79.99,,PayPal,No,0
2024-05-26,ASICS,Training,F,9.5,Unkown,Offline,2,,,Unknown,Yes,
2024-05-09,Under Armour,Basketball,M,9.5,USA,Mobile App,2,,,Unknown,N/A,1
2023-11-16,Under Armour,Training,M,9,Germany,Web,3,,,Debit Card,No,1
2023-07-11,Under Armour,Casual,M,9.5,Germany,Offline,1,79.99,79.99,UPI,Yes,0
2023-04-17,Puma,Football,M,8.5,USA,Offline,,99.99,,UPI,No,
2024-02-15,Adidas,Running,M,8.5,USA,Web,3,59.99,179.97,Credit Card,No,0
2023-05-28,Reebok,Running,Unkown,8.5,USA,unknown,3,99.99,299.97,Credit Card,Yes,0
2023-09-24,Nike,Football,M,9.5,IND,Mobile App,3,,,Cash,N/A,0
2023-04-28,Reebok,Running,M,10,UK,Store,2,59.99,119.98,PayPal,Yes,
2023-06-30,Puma,Casual,F,8,Germany,Online,2,99.99,199.98,Unknown,No,0
2023-09-12,Under Armour,Basketball,Other,9.5,USA,Store,1,120.50,120.50,Credit Card,Yes,
2023-04-22,Reebok,Training,F,8,USA,Mobile App,1,99.99,99.99,PayPal,No,0
2024-06-16,ASICS,Running,Unkown,8,USA,Web,3,,,Cash,Yes,1
2024-03-29,New Balance,Basketball,F,7,USA,unknown,1,99.99,99.99,Cash,Yes,0
2024-05-14,Nike,Training,M,9,USA,Mobile App,3,59.99,179.97,Unknown,Yes,0
2023-09-25,New Balance,Basketball,M,9,UK,Web,,99.99,,Cash,Yes,0
2023-05-10,Reebok,Training,F,7,USA,Offline,3,,,PayPal,No,0
2024-03-05,Nike,Casual,M,8.5,Unkown,Online,,59.99,,Unknown,Yes,
2024-06-07,Puma,Training,M,9,Unkown,Web,1,79.99,79.99,PayPal,No,
2023-06-14,Adidas,Running,M,8,USA,Mobile App,2,59.99,119.98,Credit Card,No,
2023-06-24,Reebok,Football,Unkown,9.5,USA,Online,2,,,UPI,Yes,1
2023-12-23,New Balance,Running,M,7,USA,Web,1,,,Unknown,No,
2023-06-20,Reebok,Training,Other,10,IND,Mobile App,3,79.99,239.97,Debit Card,No,1
2024-05-14,Puma,Basketball,F,8,USA,Mobile App,3,,,Debit Card,No,1
2024-01-04,Adidas,Casual,Unkown,10,IND,Web,3,120.50,361.50,Unknown,No,
2024-06-12,New Balance,Running,Other,8.5,Unkown,Web,1,120.50,120.50,UPI,No,1
2023-06-03,Puma,Casual,F,7,IND,Online,,59.99,,Cash,No,
2023-12-02,New Balance,Casual,F,8,IND,Store,2,59.99,119.98,UPI,N/A,1
2023-03-14,New Balance,Basketball,Other,11,Unkown,unknown,1,120.50,120.50,Cash,Yes,
2023-09-21,Under Armour,Training,M,9,Unkown,Mobile App,1,,,Cash,Yes,
2023-01-23,New Balance,Running,Other,N/A,USA,Online,2,59.99,119.98,PayPal,No,0
2023-08-04,Adidas,Casual,F,8.5,IND,unknown,3,120.50,361.50,UPI,No,
2023-01-26,ASICS,Running,M,8,IND,unknown,3,120.50,361.50,Unknown,N/A,1
2023-05-11,Puma,Training,Other,11,Germany,unknown,,79.99,,Credit Card,Yes,1
2023-12-20,Reebok,Training,Other,11,Germany,Online,1,120.50,120.50,PayPal,Yes,0
2024-05-11,Reebok,Football,Other,N/A,Germany,Offline,3,,,Credit Card,N/A,1
2023-12-08,New Balance,Running,F,8,USA,Online,2,,,Unknown,No,1
2023-10-01,ASICS,Running,F,7,IND,Offline,,99.99,,Credit Card,No,1
2023-07-19,Reebok,Basketball,M,10,UK,Web,3,,,PayPal,No,
2024-05-06,Puma,Basketball,F,8.5,Unkown,Web,3,120.50,361.50,PayPal,Yes,0
2024-01-04,Puma,Casual,M,9,Germany,Store,,120.50,,PayPal,No,1
2023-08-18,Puma,Basketball,M,11,IND,Offline,1,59.99,59.99,Debit Card,Yes,0
2024-06-05,Puma,Casual,Other,11,Germany,Online,2,,,UPI,Yes,
2023-11-15,Reebok,Training,F,N/A,USA,Web,1,99.99,99.99,PayPal,Yes,
2023-04-19,Reebok,Running,F,N/A,IND,unknown,1,,,PayPal,Yes,0
2023-10-14,New Balance,Running,Unkown,10,UK,unknown,2,,,Debit Card,Yes,1
2024-04-16,Under Armour,Running,Unkown,9.5,Germany,unknown,1,59.99,59.99,Cash,Yes,1
2024-01-24,New Balance,Running,F,8.5,USA,Web,3,,,Credit Card,Yes,1
2024-03-01,New Balance,Training,Unkown,11,Germany,Web,3,120.50,361.50,Unknown,N/A,
2023-08-06,Reebok,Running,Unkown,N/A,Germany,Web,,59.99,,UPI,Yes,
2023-02-27,New Balance,Football,Unkown,8.5,USA,unknown,3,79.99,239.97,Credit Card,No,
2023-02-07,Nike,Training,M,7,IND,Store,1,99.99,99.99,Unknown,No,0
2023-03-05,New Balance,Football,M,8.5,IND,Mobile App,3,99.99,299.97,Credit Card,No,0
2024-06-12,Adidas,Football,F,8,Unkown,unknown,2,59.99,119.98,Unknown,No,0
2023-11-11,Puma,Basketball,F,9,UK,Offline,2,79.99,159.98,UPI,N/A,1
2023-07-05,Nike,Running,M,9,Germany,Store,3,99.99,299.97,Debit Card,Yes,1
2023-10-17,Under Armour,Football,F,9,Germany,unknown,2,,,Credit Card,No,1
2023-04-13,ASICS,Running,M,9.5,USA,unknown,3,59.99,179.97,Cash,No,1
2023-10-31,Reebok,Running,F,9.5,UK,Offline,2,79.99,159.98,Unknown,Yes,0
2023-10-12,New Balance,Casual,Unkown,N/A,USA,Offline,,79.99,,UPI,No,1
2024-01-04,ASICS,Training,Other,8,Germany,Offline,1,99.99,99.99,Unknown,No,
2024-01-26,ASICS,Basketball,F,8.5,USA,Web,3,59.99,179.97,Credit Card,No,
2023-09-09,Adidas,Basketball,M,8.5,IND,Offline,3,120.50,361.50,Credit Card,No,1
2023-04-29,ASICS,Casual,F,9,Germany,Store,1,59.99,59.99,Unknown,No,1
2023-10-02,Under Armour,Basketball,M,10,UK,Store,,59.99,,UPI,Yes,0
2023-09-03,New Balance,Running,F,9,Unkown,Store,3,,,Debit Card,N/A,
2024-03-25,New Balance,Running,M,8.5,IND,Web,,,,Unknown,No,1
2024-06-21,ASICS,Training,M,9.5,USA,Mobile App,,,,Unknown,Yes,1
2023-11-08,Nike,Running,M,8.5,USA,Store,,99.99,,Cash,No,0
2023-11-27,Reebok,Casual,M,9,USA,Offline,1,120.50,120.50,Debit Card,Yes,1
2023-02-13,Adidas,Running,F,8,USA,Web,2,59.99,119.98,PayPal,No,1
2023-09-10,Under Armour,Running,Other,9,USA,Offline,2,99.99,199.98,PayPal,No,1
2023-05-17,ASICS,Running,Other,7,USA,unknown,2,79.99,159.98,UPI,Yes,0
2023-05-20,Adidas,Training,Other,10,USA,Offline,3,,,Debit Card,No,
2023-02-27,Reebok,Casual,F,9,Unkown,unknown,1,59.99,59.99,Unknown,No,0
2023-08-30,Under Armour,Football,F,8,UK,Store,1,,,Debit Card,No,
2023-11-27,Adidas,Casual,Other,11,Germany,unknown,1,120.50,120.50,Cash,No,0
2023-02-27,New Balance,Basketball,F,9.5,USA,Store,,120.50,,Credit Card,N/A,1
2023-01-01,New Balance,Running,M,10,UK,Web,,59.99,,Credit Card,No,0
2023-07-12,ASICS,Training,M,8,Germany,unknown,3,120.50,361.50,Debit Card,No,1
2023-05-30,ASICS,Casual,F,N/A,Germany,Web,3,,,Debit Card,N/A,
2023-07-06,Adidas,Running,Other,9.5,USA,Mobile App,3,79.99,239.97,Debit Card,No,1
2023-06-14,Under Armour,Running,F,8.5,USA,unknown,2,79.99,159.98,Debit Card,No,0
2023-01-29,Under Armour,Casual,Unkown,11,USA,unknown,2,120.50,241.00,Unknown,Yes,0
2023-11-03,Adidas,Training,F,9,IND,Store,2,99.99,199.98,Cash,No,
2023-01-27,ASICS,Training,Unkown,8.5,USA,Store,2,,,Cash,No,
2023-07-13,Nike,Basketball,F,8.5,Unkown,unknown,,99.99,,Debit Card,No,
2024-06-18,Nike,Casual,M,8.5,UK,Online,3,,,PayPal,Yes,0
2024-05-08,Adidas,Basketball,M,9,UK,Offline,3,59.99,179.97,Unknown,No,1
2023-01-06,Reebok,Running,F,9.5,IND,Mobile App,1,,,UPI,No,
2024-04-12,Adidas,Casual,M,11,Unkown,Offline,,99.99,,Unknown,Yes,
2024-01-25,ASICS,Football,F,9,USA,Web,1,,,Unknown,Yes,
2023-06-26,ASICS,Basketball,Unkown,8,USA,unknown,2,99.99,199.98,Unknown,Yes,0
2023-12-30,ASICS,Basketball,M,9,Germany,unknown,,79.99,,Cash,No,0
2024-06-03,New Balance,Football,Other,N/A,USA,Offline,3,59.99,179.97,Debit Card,No,0
2023-06-24,Adidas,Running,M,8.5,IND,unknown,3,79.99,239.97,Unknown,No,1
2024-02-22,Puma,Running,Unkown,10,Germany,Online,1,99.99,99.99,UPI,No,
2023-09-30,Puma,Football,F,10,USA,Mobile App,1,59.99,59.99,Unknown,Yes,1
2023-03-21,Adidas,Football,Other,N/A,IND,Web,2,79.99,159.98,PayPal,No,1
2024-03-21,Puma,Training,F,9.5,UK,Online,,99.99,,Cash,Yes,0
2024-06-20,Nike,Training,Other,11,Unkown,Online,1,59.99,59.99,UPI,No,
2023-11-01,Reebok,Basketball,Unkown,7,USA,Store,1,59.99,59.99,UPI,N/A,1
2023-02-25,Adidas,Running,Unkown,11,USA,Online,1,120.50,120.50,UPI,N/A,
2023-08-01,Nike,Basketball,M,9,USA,Online,,99.99,,Cash,Yes,
2023-10-09,Puma,Basketball,M,10,USA,Store,2,59.99,119.98,Unknown,N/A,
2024-04-11,Nike,Football,M,8.5,USA,Store,3,59.99,179.97,Credit Card,Yes,
2023-08-22,New Balance,Basketball,M,11,USA,Web,1,99.99,99.99,Cash,Yes,
2023-06-09,Nike,Running,Other,8,USA,Online,3,79.99,239.97,Unknown,No,1
2024-04-27,New Balance,Training,Other,8,USA,Web,3,79.99,239.97,Credit Card,No,0
2023-01-11,Puma,Basketball,F,8,USA,Web,3,120.50,361.50,Debit Card,No,1
2023-07-11,ASICS,Running,F,11,IND,unknown,1,120.50,120.50,Unknown,No,0
2023-01-21,ASICS,Casual,M,9,IND,Offline,,59.99,,Debit Card,No,1
2023-04-12,ASICS,Casual,F,10,USA,Mobile App,1,,,Credit Card,Yes,1
2023-01-27,Under Armour,Casual,M,8,USA,unknown,1,79.99,79.99,Unknown,No,
2024-06-17,New Balance,Basketball,F,9,IND,Store,3,59.99,179.97,Unknown,No,0
2023-12-05,ASICS,Training,M,10,Unkown,unknown,2,120.50,241.00,Cash,N/A,0
2024-03-23,Nike,Training,F,9,Germany,Offline,1,59.99,59.99,UPI,No,1
2024-03-12,New Balance,Casual,F,9.5,Germany,Web,,120.50,,PayPal,Yes,1
2024-05-20,New Balance,Casual,F,8.5,USA,unknown,2,99.99,199.98,Unknown,No,1
2023-04-10,Adidas,Running,F,9,UK,Web,,,,Cash,Yes,
2024-02-01,Under Armour,Training,F,8.5,USA,unknown,2,59.99,119.98,Debit Card,No,
2024-02-15,Reebok,Running,M,7,Unkown,Store,,,,Credit Card,No,
2023-01-28,Reebok,Training,M,7,Unkown,Web,2,120.50,241.00,Debit Card,No,1
2023-12-21,ASICS,Football,Unkown,N/A,Germany,Online,,120.50,,Unknown,Yes,0
2023-01-21,Nike,Casual,M,10,USA,Web,1,59.99,59.99,Unknown,N/A,1
2024-01-05,Puma,Football,Other,11,USA,Mobile App,1,99.99,99.99,PayPal,Yes,1
2023-05-10,Nike,Basketball,M,9,USA,Web,2,120.50,241.00,Cash,Yes,
2023-05-01,New Balance,Training,M,N/A,Unkown,Store,1,99.99,99.99,PayPal,Yes,1
2023-05-18,Puma,Casual,Unkown,8,USA,Web,,120.50,,Cash,No,0
2024-01-16,Reebok,Basketball,Unkown,10,USA,Store,1,99.99,99.99,Cash,Yes,
2023-05-16,Adidas,Casual,M,7,UK,Mobile App,3,59.99,179.97,Credit Card,No,0
2024-05-22,Under Armour,Basketball,M,N/A,IND,Offline,,120.50,,UPI,Yes,0
2023-09-12,Adidas,Casual,F,N/A,USA,Mobile App,,99.99,,Credit Card,No,1
2024-04-14,New Balance,Running,M,8,USA,Offline,1,59.99,59.99,Unknown,No,1
2024-05-29,Under Armour,Football,M,7,Germany,Store,2,99.99,199.98,Cash,N/A,
2023-12-29,Nike,Casual,M,N/A,Germany,Store,,120.50,,UPI,Yes,
2023-02-19,Puma,Football,Unkown,8,Germany,unknown,2,,,Debit Card,No,
2023-06-22,Reebok,Running,M,8.5,IND,unknown,,79.99,,Credit Card,No,
2024-01-26,ASICS,Basketball,M,8.5,IND,Mobile App,2,,,Debit Card,Yes,
2024-06-27,Under Armour,Football,Other,10,UK,unknown,3,120.50,361.50,PayPal,No,0
2023-12-27,Nike,Training,F,11,Unkown,Web,1,,,Cash,Yes,
2023-11-08,Under Armour,Training,Unkown,N/A,UK,Web,3,79.99,239.97,Unknown,Yes,
2023-03-05,Under Armour,Football,F,11,Germany,Web,3,120.50,361.50,Debit Card,Yes,
2023-08-12,Nike,Running,F,11,USA,unknown,3,79.99,239.97,Cash,N/A,0
2023-06-10,ASICS,Running,Other,8,USA,Online,3,120.50,361.50,Cash,No,0
2023-01-05,Nike,Running,M,9.5,IND,Mobile App,,59.99,,PayPal,No,
2023-06-13,Under Armour,Football,Other,9,UK,Mobile App,3,79.99,239.97,UPI,Yes,
2023-02-12,Nike,Training,F,9.5,UK,Mobile App,3,99.99,299.97,Debit Card,Yes,0
2024-02-04,Nike,Basketball,Other,9.5,USA,Offline,1,,,PayPal,No,0
2023-08-19,Adidas,Running,M,7,Germany,Mobile App,2,59.99,119.98,Credit Card,N/A,1
2023-10-26,Reebok,Running,M,8.5,USA,Mobile App,,,,Unknown,No,1
2023-10-11,Adidas,Casual,Unkown,11,IND,Store,1,79.99,79.99,Credit Card,N/A,1
2023-07-24,Under Armour,Basketball,F,8.5,USA,Web,1,99.99,99.99,UPI,No,
2023-05-17,Puma,Running,Unkown,7,Germany,Mobile App,2,,,Cash,No,0
2023-12-07,Adidas,Basketball,M,9.5,USA,unknown,1,59.99,59.99,Debit Card,No,0
2023-08-02,Puma,Training,Other,N/A,IND,Online,,59.99,,UPI,Yes,0
2023-08-18,Nike,Basketball,F,9,IND,unknown,3,120.50,361.50,Debit Card,No,0
2023-12-17,Adidas,Football,Unkown,8.5,Germany,Web,,,,Debit Card,Yes,0
2023-03-11,Nike,Football,Unkown,11,USA,Mobile App,,59.99,,Cash,Yes,1
2023-03-03,New Balance,Training,Unkown,8.5,Germany,Offline,2,99.99,199.98,Cash,N/A,1
2024-04-30,Puma,Basketball,M,9,UK,Store,,120.50,,Cash,Yes,0
2023-12-19,Nike,Training,F,9,Germany,Store,2,120.50,241.00,Unknown,No,0
2023-07-05,Reebok,Training,M,8.5,IND,Store,2,120.50,241.00,Unknown,Yes,1
2023-08-28,Reebok,Basketball,F,8.5,IND,Offline,2,,,Cash,Yes,
2023-06-23,Puma,Football,M,8.5,IND,Store,1,,,Cash,No,0
2024-05-31,ASICS,Running,M,N/A,Germany,unknown,2,,,PayPal,No,0
2023-03-05,New Balance,Basketball,Unkown,9,Unkown,Web,2,,,Credit Card,Yes,
2024-06-14,Adidas,Casual,F,N/A,UK,Mobile App,3,99.99,299.97,UPI,Yes,0
2023-06-30,Under Armour,Basketball,F,7,IND,unknown,1,79.99,79.99,Cash,N/A,
2024-01-30,ASICS,Football,M,10,IND,unknown,1,,,Debit Card,No,1
2023-11-11,Nike,Basketball,M,N/A,UK,Web,,59.99,,PayPal,Yes,0
2024-02-21,Nike,Football,F,9.5,Germany,Online,,79.99,,Debit Card,N/A,
2024-05-22,ASICS,Training,M,8,Germany,Web,1,99.99,99.99,Cash,Yes,0
2023-06-23,ASICS,Casual,F,9.5,Germany,Web,,,,Debit Card,Yes,
2023-05-22,ASICS,Training,F,11,Germany,Web,3,120.50,361.50,Unknown,N/A,0
2024-03-26,Reebok,Football,M,11,Unkown,unknown,,59.99,,PayPal,Yes,0
2023-05-25,Puma,Training,F,8.5,USA,Mobile App,,,,PayPal,Yes,1
2023-07-13,Adidas,Basketball,Other,11,USA,Store,1,79.99,79.99,Cash,Yes,1
2023-12-21,New Balance,Running,F,8.5,USA,Web,2,79.99,159.98,Credit Card,N/A,1
2024-04-06,Reebok,Football,Unkown,10,USA,Offline,,120.50,,Credit Card,No,0
2023-11-17,Puma,Training,Other,8.5,USA,Offline,2,79.99,159.98,UPI,No,1
2023-06-29,Puma,Basketball,Unkown,9.5,Germany,Store,1,59.99,59.99,PayPal,Yes,0
2024-01-02,Nike,Training,M,N/A,USA,Store,,120.50,,Cash,N/A,
2023-05-09,Puma,Training,Other,11,IND,Web,2,79.99,159.98,Debit Card,No,0
2024-06-06,Adidas,Football,Unkown,11,IND,unknown,2,120.50,241.00,UPI,N/A,
2023-04-30,Under Armour,Training,M,N/A,UK,Mobile App,,79.99,,Debit Card,Yes,0
2023-01-24,Puma,Training,F,9,USA,Online,2,,,PayPal,No,0
2024-04-02,New Balance,Football,F,9,USA,Mobile App,2,99.99,199.98,PayPal,No,
2024-05-06,Nike,Training,F,9,Unkown,Offline,1,59.99,59.99,PayPal,N/A,1
2023-04-18,Puma,Football,M,8,Germany,Mobile App,1,99.99,99.99,Credit Card,No,
2023-02-05,Under Armour,Running,M,8.5,IND,Web,1,99.99,99.99,PayPal,Yes,1
2023-07-25,Reebok,Running,Other,N/A,IND,Offline,3,79.99,239.97,Debit Card,Yes,
2023-04-21,New Balance,Casual,F,8,Germany,Mobile App,3,99.99,299.97,Unknown,Yes,
2024-01-24,Under Armour,Running,F,9.5,IND,Online,1,,,Cash,No,0
2023-05-12,Puma,Casual,Unkown,10,Germany,Online,3,,,PayPal,Yes,1
2024-03-06,Puma,Training,Unkown,9.5,USA,Mobile App,1,59.99,59.99,Cash,Yes,1
2023-11-03,Reebok,Training,F,7,USA,Mobile App,2,99.99,199.98,Cash,Yes,1
2024-01-16,Under Armour,Running,Other,10,USA,Store,3,79.99,239.97,Cash,No,0
2023-01-18,Puma,Football,Other,8.5,IND,Store,,59.99,,Credit Card,No,
2023-08-04,Under Armour,Football,Unkown,11,USA,Online,3,59.99,179.97,Unknown,N/A,1
2024-01-14,ASICS,Casual,M,9.5,Germany,Web,1,59.99,59.99,Cash,Yes,
2024-01-04,Under Armour,Basketball,Unkown,9.5,Unkown,unknown,1,,,Credit Card,Yes,
2023-07-13,Nike,Casual,Unkown,9,IND,Mobile App,3,79.99,239.97,Unknown,Yes,0
2024-06-10,Adidas,Football,M,10,USA,Offline,1,79.99,79.99,Credit Card,Yes,
2024-02-24,Puma,Training,Unkown,7,Germany,Store,3,,,PayPal,No,
2023-03-21,Puma,Running,Other,7,IND,Online,3,59.99,179.97,Unknown,Yes,
2023-04-14,Reebok,Running,M,7,IND,Mobile App,,59.99,,UPI,Yes,
2023-04-22,New Balance,Running,M,11,IND,Offline,2,79.99,159.98,UPI,Yes,1
2024-01-30,Puma,Basketball,M,9,Unkown,Web,3,99.99,299.97,Credit Card,Yes,1
